,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
12515,0.926,Unspecified,No relevent experience,no_enrollment,High School,No Major,4,Missing,Missing,1,126,Job-Seekers
12516,0.884,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,100-499,Pvt Ltd,2,54,Non Job-Seekers
12517,0.915,Male,No relevent experience,no_enrollment,Primary School,No Major,3,No company,No company,never,14,Non Job-Seekers
12518,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,No Major,<1,Missing,Missing,1,90,Non Job-Seekers
12519,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,4,19,Non Job-Seekers
12520,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Missing,3,30,Non Job-Seekers
12521,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-499,Public Sector,3,52,Non Job-Seekers
12522,0.92,Male,No relevent experience,Full time course,High School,No Major,5,100-499,Pvt Ltd,1,112,Non Job-Seekers
12523,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,4,10/49,Missing,1,29,Non Job-Seekers
12524,0.691,Unspecified,No relevent experience,no_enrollment,Graduate,Other,3,Missing,Missing,2,46,Non Job-Seekers
12525,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,100-499,Pvt Ltd,>4,104,Non Job-Seekers
12526,0.855,Female,No relevent experience,no_enrollment,Masters,Humanities,2,No company,No company,never,111,Non Job-Seekers
12528,0.92,Unspecified,No relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Pvt Ltd,1,4,Non Job-Seekers
12529,0.899,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Missing,1,57,Job-Seekers
12530,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,500-999,NGO,>4,36,Non Job-Seekers
12531,0.698,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,2,No company,No company,never,13,Non Job-Seekers
12532,0.743,Male,Has relevent experience,Full time course,High School,No Major,7,50-99,NGO,1,29,Non Job-Seekers
12533,0.624,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,3,17,Job-Seekers
12534,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,1,42,Non Job-Seekers
12535,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1,98,Non Job-Seekers
12536,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Public Sector,never,5,Non Job-Seekers
12537,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,never,29,Non Job-Seekers
12538,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,15,Job-Seekers
12539,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-499,Pvt Ltd,4,67,Job-Seekers
12540,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Missing,Missing,2,153,Job-Seekers
12541,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,1,23,Non Job-Seekers
12542,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,3,24,Non Job-Seekers
12543,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,55,Non Job-Seekers
12544,0.855,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,>4,52,Non Job-Seekers
12545,0.836,Male,Has relevent experience,no_enrollment,High School,No Major,15,10000+,Pvt Ltd,2,146,Non Job-Seekers
12546,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,82,Non Job-Seekers
12547,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,146,Job-Seekers
12548,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,77,Non Job-Seekers
12549,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Missing,Pvt Ltd,2,51,Non Job-Seekers
12550,0.6659999999999999,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Missing,1,36,Non Job-Seekers
12551,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,15,Non Job-Seekers
12552,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Funded Startup,1,4,Non Job-Seekers
12553,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,1,57,Non Job-Seekers
12554,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,2,154,Job-Seekers
12555,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Missing,Missing,2,30,Job-Seekers
12556,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,No company,No company,never,34,Job-Seekers
12557,0.855,Male,No relevent experience,no_enrollment,Phd,STEM,>20,Missing,Public Sector,>4,99,Non Job-Seekers
12558,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-499,NGO,1,7,Non Job-Seekers
12559,0.743,Male,No relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,1,304,Non Job-Seekers
12560,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,4,72,Non Job-Seekers
12561,0.855,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,44,Job-Seekers
12562,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,27,Non Job-Seekers
12563,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,11,100-499,Pvt Ltd,3,114,Non Job-Seekers
12564,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,10,Missing,Missing,1,164,Non Job-Seekers
12565,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,2,42,Non Job-Seekers
12566,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,2,6,Job-Seekers
12567,0.92,Male,No relevent experience,Full time course,Graduate,STEM,9,Missing,Missing,1,73,Non Job-Seekers
12568,0.884,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,2,50,Non Job-Seekers
12569,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,23,Job-Seekers
12570,0.897,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Missing,1,3,Non Job-Seekers
12571,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Pvt Ltd,1,27,Non Job-Seekers
12572,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,264,Job-Seekers
12574,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,32,Job-Seekers
12575,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,36,Non Job-Seekers
12576,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Missing,4,80,Non Job-Seekers
12577,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,2,32,Job-Seekers
12578,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Missing,Missing,1,62,Job-Seekers
12579,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Missing,Missing,1,23,Non Job-Seekers
12580,0.897,Male,No relevent experience,Full time course,Primary School,No Major,2,No company,No company,never,22,Non Job-Seekers
12581,0.897,Unspecified,Has relevent experience,Part time course,Masters,STEM,8,<10,Pvt Ltd,2,34,Non Job-Seekers
12582,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,14,Non Job-Seekers
12583,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Funded Startup,2,68,Non Job-Seekers
12584,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,>4,108,Job-Seekers
12585,0.698,Unspecified,No relevent experience,Full time course,Graduate,STEM,2,Missing,Pvt Ltd,never,28,Job-Seekers
12586,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,Missing,Pvt Ltd,never,41,Job-Seekers
12587,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,never,53,Non Job-Seekers
12588,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-499,Public Sector,>4,90,Non Job-Seekers
12589,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,54,Job-Seekers
12590,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-499,Missing,1,41,Job-Seekers
12591,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,>4,34,Non Job-Seekers
12592,0.897,Male,No relevent experience,Part time course,Graduate,STEM,7,1000-4999,Public Sector,2,53,Non Job-Seekers
12593,0.762,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,9,Missing,Missing,1,65,Job-Seekers
12594,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,7,Missing,Missing,1,48,Non Job-Seekers
12597,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,148,Non Job-Seekers
12598,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,<10,Pvt Ltd,>4,15,Non Job-Seekers
12599,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,5000-9999,Pvt Ltd,3,55,Job-Seekers
12600,0.691,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Pvt Ltd,3,35,Non Job-Seekers
12601,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,10,10/49,Pvt Ltd,>4,13,Non Job-Seekers
12602,0.926,Male,No relevent experience,no_enrollment,High School,No Major,8,50-99,Funded Startup,1,43,Non Job-Seekers
12603,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Missing,Missing,>4,71,Job-Seekers
12604,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,9,Job-Seekers
12605,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,1,8,Job-Seekers
12606,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,<1,Missing,Missing,1,54,Job-Seekers
12607,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,76,Non Job-Seekers
12608,0.893,Male,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,1,23,Non Job-Seekers
12609,0.624,Unspecified,Has relevent experience,Full time course,Masters,STEM,5,100-499,Pvt Ltd,1,88,Non Job-Seekers
12610,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-499,Pvt Ltd,4,21,Non Job-Seekers
12612,0.794,Female,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,4,92,Non Job-Seekers
12613,0.6890000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,10,Missing,Missing,2,36,Non Job-Seekers
12614,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,182,Job-Seekers
12615,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,1,45,Non Job-Seekers
12616,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,5000-9999,Pvt Ltd,2,20,Non Job-Seekers
12617,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,2,19,Non Job-Seekers
12618,0.55,Female,Has relevent experience,Full time course,Masters,STEM,15,Missing,Missing,2,55,Non Job-Seekers
12619,0.624,Unspecified,Has relevent experience,Full time course,Masters,STEM,6,1000-4999,Pvt Ltd,4,35,Job-Seekers
12620,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Public Sector,2,70,Non Job-Seekers
12621,0.624,Male,No relevent experience,Full time course,Masters,STEM,4,Missing,Missing,1,24,Job-Seekers
12622,0.926,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,3,Missing,Pvt Ltd,1,40,Non Job-Seekers
12623,0.884,Unspecified,Has relevent experience,Part time course,Graduate,STEM,15,100-499,Pvt Ltd,>4,64,Non Job-Seekers
12624,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,5,1000-4999,Pvt Ltd,3,66,Non Job-Seekers
12625,0.899,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,<10,Pvt Ltd,3,49,Non Job-Seekers
12627,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,10,Job-Seekers
12628,0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,No company,No company,never,54,Non Job-Seekers
12629,0.91,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,2,140,Non Job-Seekers
12630,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Missing,Missing,1,220,Non Job-Seekers
12632,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,No company,No company,never,108,Non Job-Seekers
12633,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Missing,Pvt Ltd,1,196,Non Job-Seekers
12634,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Missing,2,256,Non Job-Seekers
12635,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-499,Early Stage Startup,2,52,Job-Seekers
12636,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,7,100-499,Other,2,19,Non Job-Seekers
12637,0.913,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,23,Non Job-Seekers
12638,0.921,Female,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,308,Non Job-Seekers
12639,0.926,Male,No relevent experience,Part time course,Masters,Business Degree,1,100-499,Funded Startup,1,96,Non Job-Seekers
12640,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,222,Non Job-Seekers
12641,0.913,Male,Has relevent experience,Full time course,Graduate,STEM,7,<10,Missing,1,10,Non Job-Seekers
12642,0.926,Male,Has relevent experience,no_enrollment,High School,No Major,13,50-99,Pvt Ltd,>4,83,Non Job-Seekers
12643,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,72,Job-Seekers
12644,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,1,122,Job-Seekers
12645,0.926,Unspecified,Has relevent experience,no_enrollment,High School,No Major,7,10000+,Pvt Ltd,3,25,Non Job-Seekers
12646,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-499,Pvt Ltd,1,63,Non Job-Seekers
12647,0.762,Male,Has relevent experience,Part time course,Masters,STEM,9,10000+,Pvt Ltd,1,67,Job-Seekers
12648,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,21,Job-Seekers
12649,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,50,Job-Seekers
12650,0.878,Unspecified,Has relevent experience,no_enrollment,High School,No Major,10,Missing,Missing,2,66,Job-Seekers
12651,0.939,Male,No relevent experience,no_enrollment,Primary School,No Major,2,No company,No company,never,15,Non Job-Seekers
12652,0.926,Male,Has relevent experience,Part time course,Masters,STEM,12,No company,No company,never,14,Non Job-Seekers
12653,0.624,Unspecified,Has relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,1,74,Job-Seekers
12654,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Missing,Pvt Ltd,>4,63,Non Job-Seekers
12655,0.527,Unspecified,No relevent experience,Full time course,High School,No Major,2,Missing,Missing,1,300,Job-Seekers
12656,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,28,Non Job-Seekers
12657,0.926,Unspecified,No relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,>4,11,Non Job-Seekers
12658,0.91,Male,No relevent experience,Part time course,Graduate,STEM,2,Missing,Missing,1,13,Non Job-Seekers
12659,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,never,39,Non Job-Seekers
12660,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Missing,never,166,Job-Seekers
12661,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,24,Non Job-Seekers
12662,0.92,Female,Has relevent experience,no_enrollment,Masters,Other,12,10/49,Pvt Ltd,1,28,Non Job-Seekers
12663,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Other,1,40,Non Job-Seekers
12664,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,3,42,Non Job-Seekers
12665,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,28,Non Job-Seekers
12666,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Missing,Missing,1,254,Non Job-Seekers
12667,0.91,Unspecified,No relevent experience,no_enrollment,Graduate,No Major,3,<10,Pvt Ltd,2,24,Non Job-Seekers
12668,0.763,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Missing,1,110,Non Job-Seekers
12669,0.55,Female,Has relevent experience,Full time course,Masters,STEM,4,50-99,Funded Startup,1,56,Non Job-Seekers
12670,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,70,Non Job-Seekers
12671,0.92,Female,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,57,Non Job-Seekers
12672,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,43,Non Job-Seekers
12673,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,3,326,Non Job-Seekers
12674,0.624,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,4,<10,Pvt Ltd,1,32,Job-Seekers
12675,0.899,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,17,Missing,Missing,3,48,Non Job-Seekers
12676,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,2,1000-4999,Pvt Ltd,1,75,Job-Seekers
12677,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,42,Non Job-Seekers
12678,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,166,Non Job-Seekers
12679,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,<1,Missing,Missing,1,10,Job-Seekers
12680,0.847,Male,No relevent experience,no_enrollment,High School,No Major,1,No company,No company,never,58,Non Job-Seekers
12681,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,20,Non Job-Seekers
12682,0.92,Male,Has relevent experience,no_enrollment,High School,No Major,>20,5000-9999,Pvt Ltd,2,18,Non Job-Seekers
12683,0.743,Unspecified,No relevent experience,Full time course,Masters,STEM,6,10/49,Pvt Ltd,2,79,Non Job-Seekers
12684,0.624,Male,No relevent experience,Full time course,Masters,STEM,4,No company,No company,never,166,Non Job-Seekers
12685,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,42,Non Job-Seekers
12686,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,never,51,Job-Seekers
12687,0.899,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,5,100-499,Public Sector,>4,34,Non Job-Seekers
12688,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,270,Non Job-Seekers
12689,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,1,<10,Pvt Ltd,1,35,Job-Seekers
12690,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,Funded Startup,1,57,Non Job-Seekers
12691,0.915,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,2,5000-9999,Pvt Ltd,1,30,Non Job-Seekers
12692,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,306,Non Job-Seekers
12694,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,43,Non Job-Seekers
12695,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,2,53,Non Job-Seekers
12696,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,1,28,Job-Seekers
